order_no,order_date,customer_id,channel,sku,qty_units
504111,2025-11-25,PHM-0079,Pharmacy,PH10307,4
504111,2025-11-25,PHM-0079,Pharmacy,PH10462,9
504112,2025-11-25,PHM-0080,Pharmacy,PH10426,3
504112,2025-11-25,PHM-0080,Pharmacy,PH10200,2
504113,2025-11-25,PHM-0081,Pharmacy,PH10172,8
504113,2025-11-25,PHM-0081,Pharmacy,PH10338,11
504114,2025-11-25,PHM-0083,Pharmacy,PH10252,10
504115,2025-11-25,PHM-0084,Pharmacy,PH10095,6
504116,2025-11-25,PHM-0086,Pharmacy,PH10071,10
504116,2025-11-25,PHM-0086,Pharmacy,PH10038,4
504116,2025-11-25,PHM-0086,Pharmacy,PH10236,5
504116,2025-11-25,PHM-0086,Pharmacy,PH10307,6
504116,2025-11-25,PHM-0086,Pharmacy,PH10311,3
504117,2025-11-25,PHM-0087,Pharmacy,SG20021,7
504118,2025-11-25,PHM-0088,Pharmacy,PH10248,12
504118,2025-11-25,PHM-0088,Pharmacy,PH10439,12
504118,2025-11-25,PHM-0088,Pharmacy,PH10236,4
504118,2025-11-25,PHM-0088,Pharmacy,PH10355,6
504119,2025-11-25,PHM-0089,Pharmacy,PH10212,5
504119,2025-11-25,PHM-0089,Pharmacy,PH10427,3
504120,2025-11-25,PHM-0090,Pharmacy,PH10043,5
504120,2025-11-25,PHM-0090,Pharmacy,PH10131,8
504121,2025-11-25,PHM-0091,Pharmacy,PH10193,3
504122,2025-11-25,PHM-0092,Pharmacy,PH10387,12
504123,2025-11-25,PHM-0093,Pharmacy,PH10256,4
504123,2025-11-25,PHM-0093,Pharmacy,PH10303,3
504123,2025-11-25,PHM-0093,Pharmacy,PH10193,11
504124,2025-11-25,PHM-0094,Pharmacy,PH10067,2
504125,2025-11-25,PHM-0097,Pharmacy,PH10009,6
504125,2025-11-25,PHM-0097,Pharmacy,PH10185,9
504125,2025-11-25,PHM-0097,Pharmacy,PH10257,8
504125,2025-11-25,PHM-0097,Pharmacy,SG20042,12
504126,2025-11-25,PHM-0098,Pharmacy,PH10236,6
504126,2025-11-25,PHM-0098,Pharmacy,SG20036,2
504127,2025-11-25,PHM-0099,Pharmacy,PH10339,9
504127,2025-11-25,PHM-0099,Pharmacy,PH10256,10
504128,2025-11-25,PHM-0100,Pharmacy,PH10109,7
504128,2025-11-25,PHM-0100,Pharmacy,PH10404,4
504129,2025-11-25,PHM-0101,Pharmacy,PH10003,8
504129,2025-11-25,PHM-0101,Pharmacy,PH10420,5
504129,2025-11-25,PHM-0101,Pharmacy,PH10338,3
504130,2025-11-25,PHM-0102,Pharmacy,PH10209,5
504130,2025-11-25,PHM-0102,Pharmacy,PH10094,9
504131,2025-11-25,PHM-0103,Pharmacy,PH10162,11
504131,2025-11-25,PHM-0103,Pharmacy,PH10300,7
504132,2025-11-25,PHM-0105,Pharmacy,PH10167,2
504133,2025-11-25,PHM-0106,Pharmacy,PH10094,12
504134,2025-11-25,PHM-0107,Pharmacy,PH10257,7
504135,2025-11-25,PHM-0110,Pharmacy,PH10367,10
504135,2025-11-25,PHM-0110,Pharmacy,PH10065,9
504136,2025-11-25,PHM-0111,Pharmacy,PH10119,3
504136,2025-11-25,PHM-0111,Pharmacy,PH10167,4
504136,2025-11-25,PHM-0111,Pharmacy,PH10193,4
504137,2025-11-25,PHM-0112,Pharmacy,PH10502,3
504137,2025-11-25,PHM-0112,Pharmacy,PH10224,12
504138,2025-11-25,PHM-0113,Pharmacy,PH10426,12
504139,2025-11-25,PHM-0114,Pharmacy,PH10426,7
504140,2025-11-25,PHM-0115,Pharmacy,PH10185,12
504140,2025-11-25,PHM-0115,Pharmacy,PH10525,8
504140,2025-11-25,PHM-0115,Pharmacy,PH10122,9
504141,2025-11-25,PHM-0116,Pharmacy,PH10129,4
504142,2025-11-25,PHM-0117,Pharmacy,PH10334,9
504142,2025-11-25,PHM-0117,Pharmacy,SG20016,2
504143,2025-11-25,PHM-0118,Pharmacy,PH10093,8
504143,2025-11-25,PHM-0118,Pharmacy,PH10045,6
504143,2025-11-25,PHM-0118,Pharmacy,PH10311,2
504144,2025-11-25,PHM-0119,Pharmacy,PH10209,5
504145,2025-11-25,PHM-0120,Pharmacy,PH10196,2
504145,2025-11-25,PHM-0120,Pharmacy,PH10355,11
504146,2025-11-25,PHM-0121,Pharmacy,PH10105,9
504146,2025-11-25,PHM-0121,Pharmacy,PH10183,2
504147,2025-11-25,PHM-0123,Pharmacy,PH10524,5
504148,2025-11-25,PHM-0124,Pharmacy,PH10112,10
504148,2025-11-25,PHM-0124,Pharmacy,PH10215,12
504149,2025-11-25,PHM-0125,Pharmacy,PH10166,3
504150,2025-11-25,PHM-0126,Pharmacy,PH10480,4
504150,2025-11-25,PHM-0126,Pharmacy,PH10348,3
504150,2025-11-25,PHM-0126,Pharmacy,PH10392,6
504151,2025-11-25,PHM-0127,Pharmacy,PH10432,2
504152,2025-11-25,PHM-0128,Pharmacy,PH10515,10
504152,2025-11-25,PHM-0128,Pharmacy,PH10165,7
504153,2025-11-25,PHM-0129,Pharmacy,PH10286,11
504154,2025-11-25,PHM-0130,Pharmacy,PH10289,6
504155,2025-11-25,PHM-0131,Pharmacy,PH10170,9
504156,2025-11-25,PHM-0133,Pharmacy,PH10263,3
504157,2025-11-25,PHM-0134,Pharmacy,PH10236,11
504157,2025-11-25,PHM-0134,Pharmacy,PH10330,5
504158,2025-11-25,PHM-0136,Pharmacy,PH10375,6
504158,2025-11-25,PHM-0136,Pharmacy,PH10162,9
504159,2025-11-25,PHM-0137,Pharmacy,PH10012,4
504159,2025-11-25,PHM-0137,Pharmacy,PH10196,12
504160,2025-11-25,PHM-0138,Pharmacy,SG20041,6
504160,2025-11-25,PHM-0138,Pharmacy,PH10073,9
504161,2025-11-25,PHM-0139,Pharmacy,SG20060,3
504162,2025-11-25,PHM-0141,Pharmacy,PH10426,9
504162,2025-11-25,PHM-0141,Pharmacy,PH10217,4
504163,2025-11-25,PHM-0144,Pharmacy,PH10376,6
504164,2025-11-25,PHM-0146,Pharmacy,PH10035,7
504164,2025-11-25,PHM-0146,Pharmacy,PH10367,12
504165,2025-11-25,PHM-0148,Pharmacy,PH10334,5
504165,2025-11-25,PHM-0148,Pharmacy,PH10317,3
504166,2025-11-25,PHM-0149,Pharmacy,SG20016,7
504167,2025-11-25,PHM-0150,Pharmacy,PH10514,11
504168,2025-11-25,PHM-0151,Pharmacy,PH10004,2
504169,2025-11-25,PHM-0154,Pharmacy,PH10250,2
504169,2025-11-25,PHM-0154,Pharmacy,PH10311,9
504170,2025-11-25,PHM-0158,Pharmacy,PH10062,2
504171,2025-11-25,PHM-0161,Pharmacy,PH10236,10
504172,2025-11-25,PHM-0162,Pharmacy,PH10529,11
504173,2025-11-25,PHM-0163,Pharmacy,PH10311,7
504173,2025-11-25,PHM-0163,Pharmacy,PH10172,12
504173,2025-11-25,PHM-0163,Pharmacy,PH10045,9
504174,2025-11-25,PHM-0164,Pharmacy,PH10004,9
504175,2025-11-25,PHM-0167,Pharmacy,SG20041,5
504175,2025-11-25,PHM-0167,Pharmacy,SG20016,6
504175,2025-11-25,PHM-0167,Pharmacy,PH10257,12
504176,2025-11-25,PHM-0168,Pharmacy,PH10074,9
504176,2025-11-25,PHM-0168,Pharmacy,PH10197,9
504176,2025-11-25,PHM-0168,Pharmacy,PH10210,2
504177,2025-11-25,PHM-0169,Pharmacy,PH10172,10
504177,2025-11-25,PHM-0169,Pharmacy,PH10165,10
504178,2025-11-25,PHM-0170,Pharmacy,PH10430,3
504179,2025-11-25,PHM-0171,Pharmacy,PH10333,2
504180,2025-11-25,PHM-0173,Pharmacy,SG20032,3
504180,2025-11-25,PHM-0173,Pharmacy,PH10032,7
504181,2025-11-25,PHM-0175,Pharmacy,PH10454,12
504182,2025-11-25,PHM-0176,Pharmacy,SG20043,6
504182,2025-11-25,PHM-0176,Pharmacy,PH10200,10
504182,2025-11-25,PHM-0176,Pharmacy,PH10282,9
504183,2025-11-25,PHM-0179,Pharmacy,PH10406,8
504183,2025-11-25,PHM-0179,Pharmacy,PH10426,5
504184,2025-11-25,PHM-0180,Pharmacy,SG20017,6
504184,2025-11-25,PHM-0180,Pharmacy,PH10502,8
504184,2025-11-25,PHM-0180,Pharmacy,PH10107,10
504185,2025-11-25,PHM-0181,Pharmacy,PH10166,9
504185,2025-11-25,PHM-0181,Pharmacy,PH10242,9
504186,2025-11-25,PHM-0182,Pharmacy,PH10257,5
504187,2025-11-25,PHM-0183,Pharmacy,PH10176,12
504187,2025-11-25,PHM-0183,Pharmacy,SG20021,6
504188,2025-11-25,PHM-0184,Pharmacy,PH10234,5
504188,2025-11-25,PHM-0184,Pharmacy,SG20032,12
504189,2025-11-25,PHM-0185,Pharmacy,PH10158,8
504189,2025-11-25,PHM-0185,Pharmacy,PH10253,5
504190,2025-11-25,PHM-0187,Pharmacy,PH10343,7
504191,2025-11-25,PHM-0188,Pharmacy,PH10212,6
504191,2025-11-25,PHM-0188,Pharmacy,PH10032,12
504191,2025-11-25,PHM-0188,Pharmacy,PH10052,4
504192,2025-11-25,PHM-0189,Pharmacy,PH10183,5
504192,2025-11-25,PHM-0189,Pharmacy,PH10158,4
504192,2025-11-25,PHM-0189,Pharmacy,PH10050,8
504192,2025-11-25,PHM-0189,Pharmacy,PH10389,8
504193,2025-11-25,PHM-0190,Pharmacy,PH10236,5
504193,2025-11-25,PHM-0190,Pharmacy,PH10112,5
504194,2025-11-25,PHM-0192,Pharmacy,PH10236,9
504194,2025-11-25,PHM-0192,Pharmacy,PH10356,2
504194,2025-11-25,PHM-0192,Pharmacy,PH10193,4
504195,2025-11-25,PHM-0193,Pharmacy,PH10200,9
504196,2025-11-25,PHM-0194,Pharmacy,PH10052,5
504197,2025-11-25,PHM-0196,Pharmacy,PH10095,8
504197,2025-11-25,PHM-0196,Pharmacy,PH10131,11
504198,2025-11-25,PHM-0197,Pharmacy,PH10514,2
504199,2025-11-25,PHM-0198,Pharmacy,PH10338,8
504200,2025-11-25,PHM-0200,Pharmacy,PH10020,9
504201,2025-11-25,PHM-0201,Pharmacy,PH10183,11
504202,2025-11-25,PHM-0202,Pharmacy,PH10362,5
504202,2025-11-25,PHM-0202,Pharmacy,PH10196,3
504203,2025-11-25,PHM-0203,Pharmacy,PH10093,8
504204,2025-11-25,PHM-0204,Pharmacy,PH10236,3
504205,2025-11-25,PHM-0205,Pharmacy,PH10012,10
504206,2025-11-25,PHM-0206,Pharmacy,PH10494,12
504207,2025-11-25,PHM-0207,Pharmacy,PH10101,7
504207,2025-11-25,PHM-0207,Pharmacy,PH10171,10
504208,2025-11-25,PHM-0208,Pharmacy,PH10215,10
504208,2025-11-25,PHM-0208,Pharmacy,SG20017,7
504208,2025-11-25,PHM-0208,Pharmacy,PH10456,12
504208,2025-11-25,PHM-0208,Pharmacy,PH10426,5
504209,2025-11-25,PHM-0210,Pharmacy,PH10236,12
504209,2025-11-25,PHM-0210,Pharmacy,SG20016,12
504210,2025-11-25,PHM-0211,Pharmacy,PH10084,7
504211,2025-11-25,PHM-0212,Pharmacy,PH10462,7
504212,2025-11-25,PHM-0214,Pharmacy,PH10253,12
504212,2025-11-25,PHM-0214,Pharmacy,SG20014,12
504212,2025-11-25,PHM-0214,Pharmacy,PH10043,7
504213,2025-11-25,PHM-0215,Pharmacy,PH10406,11
504214,2025-11-25,PHM-0216,Pharmacy,PH10340,9
504215,2025-11-25,PHM-0217,Pharmacy,PH10340,11
504215,2025-11-25,PHM-0217,Pharmacy,SG20026,10
504216,2025-11-25,PHM-0218,Pharmacy,SG20036,11
504216,2025-11-25,PHM-0218,Pharmacy,PH10502,10
504216,2025-11-25,PHM-0218,Pharmacy,PH10200,3
504217,2025-11-25,PHM-0219,Pharmacy,SG20041,6
504218,2025-11-25,PHM-0221,Pharmacy,PH10498,9
504219,2025-11-25,PHM-0222,Pharmacy,PH10382,12
504219,2025-11-25,PHM-0222,Pharmacy,SG20016,5
504220,2025-11-25,PHM-0223,Pharmacy,PH10166,3
504220,2025-11-25,PHM-0223,Pharmacy,PH10026,11
504221,2025-11-25,PHM-0225,Pharmacy,PH10022,12
504221,2025-11-25,PHM-0225,Pharmacy,PH10111,12
504221,2025-11-25,PHM-0225,Pharmacy,PH10038,11
504222,2025-11-25,PHM-0226,Pharmacy,PH10053,2
504222,2025-11-25,PHM-0226,Pharmacy,PH10355,4
504222,2025-11-25,PHM-0226,Pharmacy,SG20041,11
504223,2025-11-25,PHM-0227,Pharmacy,PH10356,2
504223,2025-11-25,PHM-0227,Pharmacy,PH10200,12
504223,2025-11-25,PHM-0227,Pharmacy,PH10355,7
504224,2025-11-25,PHM-0231,Pharmacy,PH10004,8
504225,2025-11-25,PHM-0232,Pharmacy,PH10191,9
504226,2025-11-25,PHM-0233,Pharmacy,PH10338,2
504226,2025-11-25,PHM-0233,Pharmacy,PH10178,9
504227,2025-11-25,PHM-0234,Pharmacy,PH10065,5
504227,2025-11-25,PHM-0234,Pharmacy,PH10513,3
504227,2025-11-25,PHM-0234,Pharmacy,PH10119,8
504228,2025-11-25,PHM-0236,Pharmacy,PH10161,8
504228,2025-11-25,PHM-0236,Pharmacy,PH10147,7
504228,2025-11-25,PHM-0236,Pharmacy,PH10215,5
504229,2025-11-25,PHM-0237,Pharmacy,SG20021,7
504230,2025-11-25,PHM-0238,Pharmacy,SG20043,12
504231,2025-11-25,PHM-0240,Pharmacy,PH10361,4
504232,2025-11-25,PHM-0242,Pharmacy,PH10010,10
504232,2025-11-25,PHM-0242,Pharmacy,PH10432,7
504233,2025-11-25,PHM-0243,Pharmacy,PH10007,6
504234,2025-11-25,PHM-0244,Pharmacy,PH10070,3
504234,2025-11-25,PHM-0244,Pharmacy,PH10331,7
504234,2025-11-25,PHM-0244,Pharmacy,PH10148,6
504235,2025-11-25,PHM-0245,Pharmacy,PH10351,5
504235,2025-11-25,PHM-0245,Pharmacy,PH10162,11
504235,2025-11-25,PHM-0245,Pharmacy,PH10268,5
504235,2025-11-25,PHM-0245,Pharmacy,PH10209,3
504236,2025-11-25,PHM-0247,Pharmacy,PH10230,11
504237,2025-11-25,PHM-0249,Pharmacy,PH10169,9
504238,2025-11-25,PHM-0250,Pharmacy,PH10257,5
504238,2025-11-25,PHM-0250,Pharmacy,PH10230,4
504238,2025-11-25,PHM-0250,Pharmacy,PH10172,4
504238,2025-11-25,PHM-0250,Pharmacy,PH10314,8
504239,2025-11-25,PHM-0251,Pharmacy,SG20010,5
504239,2025-11-25,PHM-0251,Pharmacy,PH10093,8
504240,2025-11-25,PHM-0252,Pharmacy,PH10038,7
504241,2025-11-25,PHM-0253,Pharmacy,PH10219,6
504242,2025-11-25,PHM-0254,Pharmacy,SG20014,10
504242,2025-11-25,PHM-0254,Pharmacy,PH10172,8
504243,2025-11-25,PHM-0255,Pharmacy,PH10200,8
504243,2025-11-25,PHM-0255,Pharmacy,SG20016,11
504244,2025-11-25,PHM-0256,Pharmacy,PH10166,12
504244,2025-11-25,PHM-0256,Pharmacy,PH10311,4
504244,2025-11-25,PHM-0256,Pharmacy,SG20034,12
504244,2025-11-25,PHM-0256,Pharmacy,PH10058,6
504245,2025-11-25,PHM-0259,Pharmacy,PH10462,3
504245,2025-11-25,PHM-0259,Pharmacy,SG20041,10
504246,2025-11-25,PHM-0260,Pharmacy,PH10528,10
504246,2025-11-25,PHM-0260,Pharmacy,PH10035,4
504247,2025-11-26,DST-0001,Distributor,PH10527,117
504247,2025-11-26,DST-0001,Distributor,PH10385,20
504247,2025-11-26,DST-0001,Distributor,PH10010,600
504247,2025-11-26,DST-0001,Distributor,PH10105,240
504247,2025-11-26,DST-0001,Distributor,PH10230,40
504248,2025-11-26,DST-0002,Distributor,PH10377,80
504248,2025-11-26,DST-0002,Distributor,PH10209,1680
504248,2025-11-26,DST-0002,Distributor,SG20039,185
504248,2025-11-26,DST-0002,Distributor,PH10323,500
504248,2025-11-26,DST-0002,Distributor,PH10308,187
504249,2025-11-26,DST-0003,Distributor,PH10193,600
504249,2025-11-26,DST-0003,Distributor,SG20055,70
504249,2025-11-26,DST-0003,Distributor,PH10283,720
504249,2025-11-26,DST-0003,Distributor,SG20041,168
504249,2025-11-26,DST-0003,Distributor,PH10313,600
504249,2025-11-26,DST-0003,Distributor,PH10355,108
504249,2025-11-26,DST-0003,Distributor,PH10162,1680
504249,2025-11-26,DST-0003,Distributor,PH10035,1440
504250,2025-11-26,DST-0004,Distributor,PH10107,261
504250,2025-11-26,DST-0004,Distributor,PH10183,60
504250,2025-11-26,DST-0004,Distributor,PH10205,45
504250,2025-11-26,DST-0004,Distributor,PH10172,1200
504250,2025-11-26,DST-0004,Distributor,PH10308,500
504250,2025-11-26,DST-0004,Distributor,PH10158,720
504250,2025-11-26,DST-0004,Distributor,PH10403,300
504250,2025-11-26,DST-0004,Distributor,PH10139,82
504250,2025-11-26,DST-0004,Distributor,PH10155,32
504251,2025-11-26,DST-0005,Distributor,PH10162,720
504251,2025-11-26,DST-0005,Distributor,SG20016,281
504251,2025-11-26,DST-0005,Distributor,PH10236,1680
504251,2025-11-26,DST-0005,Distributor,SG20036,155
504251,2025-11-26,DST-0005,Distributor,PH10105,300
504251,2025-11-26,DST-0005,Distributor,SG20041,200
504251,2025-11-26,DST-0005,Distributor,PH10319,480
504251,2025-11-26,DST-0005,Distributor,PH10181,480
504251,2025-11-26,DST-0005,Distributor,PH10236,1680
504251,2025-11-26,DST-0005,Distributor,PH10095,120
504251,2025-11-26,DST-0005,Distributor,PH10257,720
504252,2025-11-26,DST-0006,Distributor,PH10377,41
504252,2025-11-26,DST-0006,Distributor,PH10502,600
504252,2025-11-26,DST-0006,Distributor,PH10236,480
504252,2025-11-26,DST-0006,Distributor,PH10121,52
504252,2025-11-26,DST-0006,Distributor,PH10356,336
504252,2025-11-26,DST-0006,Distributor,PH10346,123
504252,2025-11-26,DST-0006,Distributor,PH10044,480
504252,2025-11-26,DST-0006,Distributor,PH10018,700
504253,2025-11-26,DST-0007,Distributor,PH10166,840
504253,2025-11-26,DST-0007,Distributor,PH10502,600
504254,2025-11-26,DST-0008,Distributor,PH10114,180
504254,2025-11-26,DST-0008,Distributor,PH10257,720
504254,2025-11-26,DST-0008,Distributor,PH10270,131
504254,2025-11-26,DST-0008,Distributor,PH10373,12
504254,2025-11-26,DST-0008,Distributor,PH10067,1680
504254,2025-11-26,DST-0008,Distributor,PH10457,480
504255,2025-11-26,DST-0009,Distributor,PH10049,180
504255,2025-11-26,DST-0009,Distributor,PH10112,540
504255,2025-11-26,DST-0009,Distributor,PH10194,600
504255,2025-11-26,DST-0009,Distributor,PH10067,1200
504255,2025-11-26,DST-0009,Distributor,PH10451,20
504255,2025-11-26,DST-0009,Distributor,PH10127,1200
504255,2025-11-26,DST-0009,Distributor,PH10196,180
504255,2025-11-26,DST-0009,Distributor,SG20011,170
504256,2025-11-26,DST-0010,Distributor,PH10082,94
504256,2025-11-26,DST-0010,Distributor,PH10318,300
504256,2025-11-26,DST-0010,Distributor,SG20016,350
504257,2025-11-26,DST-0011,Distributor,PH10307,44
504257,2025-11-26,DST-0011,Distributor,PH10193,120
504257,2025-11-26,DST-0011,Distributor,PH10043,112
504257,2025-11-26,DST-0011,Distributor,PH10236,1680
504257,2025-11-26,DST-0011,Distributor,PH10093,180
504257,2025-11-26,DST-0011,Distributor,PH10044,77
504257,2025-11-26,DST-0011,Distributor,PH10200,265
504257,2025-11-26,DST-0011,Distributor,PH10196,120
504257,2025-11-26,DST-0011,Distributor,PH10009,120
504257,2025-11-26,DST-0011,Distributor,PH10236,720
504257,2025-11-26,DST-0011,Distributor,SG20016,50
504257,2025-11-26,DST-0011,Distributor,PH10373,259
504257,2025-11-26,DST-0011,Distributor,PH10253,480
504257,2025-11-26,DST-0011,Distributor,PH10025,118
504257,2025-11-26,DST-0011,Distributor,PH10158,213
504257,2025-11-26,DST-0011,Distributor,PH10196,180
504258,2025-11-26,DST-0012,Distributor,PH10121,240
504258,2025-11-26,DST-0012,Distributor,PH10426,169
504258,2025-11-26,DST-0012,Distributor,SG20026,200
504258,2025-11-26,DST-0012,Distributor,PH10018,600
504258,2025-11-26,DST-0012,Distributor,PH10050,720
504258,2025-11-26,DST-0012,Distributor,PH10219,71
504258,2025-11-26,DST-0012,Distributor,PH10528,96
504259,2025-11-26,HSP-0001,Hospital,PH10206,113
504259,2025-11-26,HSP-0001,Hospital,PH10169,36
504259,2025-11-26,HSP-0001,Hospital,PH10191,90
504259,2025-11-26,HSP-0001,Hospital,PH10109,70
504259,2025-11-26,HSP-0001,Hospital,PH10283,118
504260,2025-11-26,HSP-0002,Hospital,PH10070,62
504260,2025-11-26,HSP-0002,Hospital,PH10289,40
504260,2025-11-26,HSP-0002,Hospital,PH10172,49
504260,2025-11-26,HSP-0002,Hospital,PH10200,113
504261,2025-11-26,HSP-0003,Hospital,PH10123,108
504261,2025-11-26,HSP-0003,Hospital,PH10075,65
504261,2025-11-26,HSP-0003,Hospital,PH10432,63
504261,2025-11-26,HSP-0003,Hospital,PH10050,86
504261,2025-11-26,HSP-0003,Hospital,PH10193,96
504261,2025-11-26,HSP-0003,Hospital,PH10236,75
504262,2025-11-26,HSP-0004,Hospital,PH10382,21
504262,2025-11-26,HSP-0004,Hospital,PH10157,69
504263,2025-11-26,HSP-0005,Hospital,SG20043,94
504263,2025-11-26,HSP-0005,Hospital,PH10462,41
504263,2025-11-26,HSP-0005,Hospital,PH10420,49
504263,2025-11-26,HSP-0005,Hospital,PH10281,46
504263,2025-11-26,HSP-0005,Hospital,PH10196,56
504263,2025-11-26,HSP-0005,Hospital,PH10529,14
504263,2025-11-26,HSP-0005,Hospital,PH10095,51
504264,2025-11-26,HSP-0006,Hospital,SG20016,100
504264,2025-11-26,HSP-0006,Hospital,PH10095,51
504265,2025-11-26,HSP-0007,Hospital,PH10340,86
504265,2025-11-26,HSP-0007,Hospital,PH10409,114
504265,2025-11-26,HSP-0007,Hospital,PH10049,113
504265,2025-11-26,HSP-0007,Hospital,PH10118,87
504266,2025-11-26,HSP-0008,Hospital,PH10332,98
504266,2025-11-26,HSP-0008,Hospital,PH10178,73
504266,2025-11-26,HSP-0008,Hospital,PH10452,15
504267,2025-11-26,HSP-0009,Hospital,PH10206,87
504267,2025-11-26,HSP-0009,Hospital,PH10482,57
504267,2025-11-26,HSP-0009,Hospital,PH10338,65
504267,2025-11-26,HSP-0009,Hospital,PH10446,79
504267,2025-11-26,HSP-0009,Hospital,PH10207,102
504267,2025-11-26,HSP-0009,Hospital,PH10191,93
504267,2025-11-26,HSP-0009,Hospital,PH10332,114
504267,2025-11-26,HSP-0009,Hospital,PH10065,101
504268,2025-11-26,HSP-0010,Hospital,PH10020,116
504268,2025-11-26,HSP-0010,Hospital,PH10256,45
504268,2025-11-26,HSP-0010,Hospital,PH10155,34
504269,2025-11-26,HSP-0011,Hospital,PH10529,116
504269,2025-11-26,HSP-0011,Hospital,PH10356,108
504269,2025-11-26,HSP-0011,Hospital,PH10197,10
504269,2025-11-26,HSP-0011,Hospital,PH10148,67
504269,2025-11-26,HSP-0011,Hospital,PH10242,90
504269,2025-11-26,HSP-0011,Hospital,PH10101,55
504270,2025-11-26,HSP-0012,Hospital,PH10111,91
504270,2025-11-26,HSP-0012,Hospital,PH10304,63
504270,2025-11-26,HSP-0012,Hospital,PH10093,19
504270,2025-11-26,HSP-0012,Hospital,SG20043,26
504271,2025-11-26,HSP-0013,Hospital,PH10150,73
504271,2025-11-26,HSP-0013,Hospital,PH10105,22
504271,2025-11-26,HSP-0013,Hospital,PH10307,76
504272,2025-11-26,HSP-0014,Hospital,PH10086,11
504272,2025-11-26,HSP-0014,Hospital,PH10020,19
504272,2025-11-26,HSP-0014,Hospital,PH10206,50
504273,2025-11-26,HSP-0015,Hospital,PH10202,38
504273,2025-11-26,HSP-0015,Hospital,PH10462,79
504273,2025-11-26,HSP-0015,Hospital,PH10028,37
504273,2025-11-26,HSP-0015,Hospital,PH10257,104
504273,2025-11-26,HSP-0015,Hospital,PH10197,25
504273,2025-11-26,HSP-0015,Hospital,PH10515,45
504273,2025-11-26,HSP-0015,Hospital,PH10080,22
504274,2025-11-26,HSP-0016,Hospital,SG20016,89
504274,2025-11-26,HSP-0016,Hospital,PH10119,28
504274,2025-11-26,HSP-0016,Hospital,SG20034,46
504274,2025-11-26,HSP-0016,Hospital,PH10158,28
504274,2025-11-26,HSP-0016,Hospital,SG20041,12
504275,2025-11-26,HSP-0017,Hospital,PH10253,61
504276,2025-11-26,HSP-0018,Hospital,PH10530,66
504276,2025-11-26,HSP-0018,Hospital,PH10024,58
504276,2025-11-26,HSP-0018,Hospital,PH10311,79
504276,2025-11-26,HSP-0018,Hospital,PH10200,101
504276,2025-11-26,HSP-0018,Hospital,PH10400,112
504276,2025-11-26,HSP-0018,Hospital,PH10444,78
504276,2025-11-26,HSP-0018,Hospital,PH10516,44
504276,2025-11-26,HSP-0018,Hospital,PH10197,74
504277,2025-11-26,HSP-0019,Hospital,PH10101,55
504277,2025-11-26,HSP-0019,Hospital,PH10370,114
504278,2025-11-26,HSP-0020,Hospital,PH10218,98
504278,2025-11-26,HSP-0020,Hospital,PH10496,41
504278,2025-11-26,HSP-0020,Hospital,PH10478,111
504278,2025-11-26,HSP-0020,Hospital,PH10218,69
504278,2025-11-26,HSP-0020,Hospital,PH10206,20
504278,2025-11-26,HSP-0020,Hospital,PH10371,37
504278,2025-11-26,HSP-0020,Hospital,PH10364,84
504278,2025-11-26,HSP-0020,Hospital,PH10257,85
504279,2025-11-26,HSP-0021,Hospital,PH10513,57
504279,2025-11-26,HSP-0021,Hospital,PH10341,27
504279,2025-11-26,HSP-0021,Hospital,PH10283,98
504280,2025-11-26,HSP-0022,Hospital,PH10155,61
504280,2025-11-26,HSP-0022,Hospital,PH10270,49
504280,2025-11-26,HSP-0022,Hospital,PH10094,50
504280,2025-11-26,HSP-0022,Hospital,PH10035,73
504280,2025-11-26,HSP-0022,Hospital,PH10183,74
504281,2025-11-26,HSP-0023,Hospital,PH10010,16
504281,2025-11-26,HSP-0023,Hospital,PH10270,50
504281,2025-11-26,HSP-0023,Hospital,PH10196,97
504281,2025-11-26,HSP-0023,Hospital,PH10256,79
504282,2025-11-26,HSP-0024,Hospital,PH10183,35
504282,2025-11-26,HSP-0024,Hospital,PH10009,13
504282,2025-11-26,HSP-0024,Hospital,PH10381,76
504282,2025-11-26,HSP-0024,Hospital,PH10237,80
504283,2025-11-26,HSP-0025,Hospital,PH10076,24
504283,2025-11-26,HSP-0025,Hospital,PH10281,116
504283,2025-11-26,HSP-0025,Hospital,SG20032,62
504284,2025-11-26,HSP-0026,Hospital,PH10183,94
504284,2025-11-26,HSP-0026,Hospital,PH10191,116
504284,2025-11-26,HSP-0026,Hospital,PH10440,55
504284,2025-11-26,HSP-0026,Hospital,PH10075,94
504285,2025-11-26,HSP-0027,Hospital,SG20043,108
504285,2025-11-26,HSP-0027,Hospital,PH10396,47
504285,2025-11-26,HSP-0027,Hospital,PH10392,115
504286,2025-11-26,HSP-0028,Hospital,PH10401,116
504286,2025-11-26,HSP-0028,Hospital,PH10420,63
504286,2025-11-26,HSP-0028,Hospital,SG20025,29
504286,2025-11-26,HSP-0028,Hospital,PH10256,46
504287,2025-11-26,HSP-0029,Hospital,PH10065,53
504287,2025-11-26,HSP-0029,Hospital,PH10308,109
504287,2025-11-26,HSP-0029,Hospital,PH10308,48
504288,2025-11-26,HSP-0030,Hospital,SG20016,27
504288,2025-11-26,HSP-0030,Hospital,PH10264,90
504288,2025-11-26,HSP-0030,Hospital,PH10375,26
504289,2025-11-26,HSP-0031,Hospital,PH10162,10
504289,2025-11-26,HSP-0031,Hospital,PH10095,98
