sku,batch,expiry_date,stock_type,qty_units,snapshot_date
PH10219,21929968,2028-01-26,Saleable,3765,2026-02-28
PH10219,21993338,2028-02-17,Saleable,6304,2026-02-28
PH10219,21955249,2027-10-21,FOC,503,2026-02-28
PH10219,21965542,2025-12-18,Expired,805,2026-02-28
PH10220,22020749,2026-08-02,Saleable,417,2026-02-28
PH10220,22087507,2026-02-18,Expired,33,2026-02-28
PH10221,22194205,2029-01-27,Saleable,226,2026-02-28
PH10221,22175069,2027-05-27,Saleable,836,2026-02-28
PH10222,22220109,2027-12-27,Saleable,2498,2026-02-28
PH10222,22287804,2027-12-05,Sample,49,2026-02-28
PH10222,22290464,2025-11-04,Expired,199,2026-02-28
PH10223,22367631,2028-01-14,Saleable,1610,2026-02-28
PH10224,22486546,2028-05-31,Saleable,582,2026-02-28
PH10224,22459444,2028-07-16,Saleable,104,2026-02-28
PH10225,22544865,2028-07-30,Saleable,1306,2026-02-28
PH10226,22657170,2028-07-21,Saleable,26,2026-02-28
PH10226,22647788,2026-12-29,Saleable,180,2026-02-28
PH10226,22624905,2027-08-07,Saleable,654,2026-02-28
PH10226,22610966,2028-08-02,Saleable,482,2026-02-28
PH10227,22777277,2027-10-18,Saleable,14178,2026-02-28
PH10227,22723109,2027-05-18,Saleable,7945,2026-02-28
PH10228,22845386,2027-05-20,Saleable,31,2026-02-28
PH10228,22877819,2027-12-17,Saleable,211,2026-02-28
PH10229,22951863,2028-01-02,Saleable,100,2026-02-28
PH10230,23021602,2028-02-24,Saleable,26168,2026-02-28
PH10230,23073906,2028-08-18,Saleable,35942,2026-02-28
PH10230,23082641,2026-07-10,Saleable,5147,2026-02-28
PH10231,23173777,2028-05-08,Saleable,2193,2026-02-28
PH10232,23292050,2027-10-21,Saleable,2401,2026-02-28
PH10232,23293004,2027-10-07,Saleable,775,2026-02-28
PH10232,23279211,2026-09-03,Saleable,10996,2026-02-28
PH10233,23368457,2027-01-06,Saleable,178,2026-02-28
PH10233,23318765,2028-03-27,Saleable,121,2026-02-28
PH10234,23476815,2028-08-22,Saleable,260,2026-02-28
PH10234,23419009,2029-01-01,Saleable,492,2026-02-28
PH10234,23440999,2028-06-07,Saleable,878,2026-02-28
PH10235,23569616,2026-10-13,Saleable,1789,2026-02-28
PH10235,23525311,2029-01-23,Saleable,1419,2026-02-28
PH10236,23679140,2027-02-12,Saleable,115004,2026-02-28
PH10236,23618421,2029-01-27,Saleable,21042,2026-02-28
PH10236,23688400,2027-03-12,Saleable,52527,2026-02-28
PH10237,23723724,2027-03-23,Saleable,22345,2026-02-28
PH10237,23724784,2026-10-16,FOC,1117,2026-02-28
PH10238,23871272,2027-07-09,Saleable,1478,2026-02-28
PH10238,23898147,2028-02-21,Saleable,5928,2026-02-28
PH10239,23968622,2028-10-24,Saleable,2083,2026-02-28
PH10239,23964678,2028-03-22,Saleable,1179,2026-02-28
PH10240,24055538,2027-04-21,Saleable,1906,2026-02-28
PH10241,24180883,2028-08-30,Saleable,3465,2026-02-28
PH10242,24292358,2028-09-02,Saleable,3454,2026-02-28
PH10243,24397718,2027-06-07,Saleable,1611,2026-02-28
PH10243,24343177,2028-12-07,Saleable,357,2026-02-28
PH10243,24346991,2028-12-14,Saleable,87,2026-02-28
PH10243,24395955,2028-04-13,Saleable,78,2026-02-28
PH10244,24466434,2027-03-02,Saleable,2369,2026-02-28
PH10244,24431709,2029-01-11,Saleable,726,2026-02-28
PH10244,24426117,2027-12-25,Saleable,873,2026-02-28
PH10244,24457422,2027-03-03,Sample,79,2026-02-28
PH10245,24590366,2026-09-01,Saleable,5027,2026-02-28
PH10245,24529331,2027-08-19,Saleable,16977,2026-02-28
PH10245,24554838,2028-01-17,Saleable,10481,2026-02-28
PH10245,24541630,2028-10-27,Saleable,586,2026-02-28
PH10245,24539442,2027-02-12,Sample,661,2026-02-28
PH10246,24654867,2028-10-07,Saleable,4886,2026-02-28
PH10247,24760341,2027-03-07,Saleable,8,2026-02-28
PH10248,24844705,2028-04-28,Saleable,59938,2026-02-28
PH10249,24919940,2028-04-08,Saleable,11019,2026-02-28
PH10250,25084666,2028-10-29,Saleable,5865,2026-02-28
PH10250,25075266,2028-07-22,Saleable,2719,2026-02-28
PH10250,25040493,2026-12-13,Saleable,2536,2026-02-28
PH10251,25151165,2028-11-19,Saleable,1969,2026-02-28
PH10251,25179513,2026-09-26,FOC,98,2026-02-28
PH10252,25298713,2027-09-10,Saleable,4507,2026-02-28
PH10253,25324361,2028-11-30,Saleable,59229,2026-02-28
PH10253,25376841,2028-11-02,Saleable,4700,2026-02-28
PH10254,25494914,2028-10-18,Saleable,1462,2026-02-28
PH10254,25442919,2028-01-04,Saleable,1615,2026-02-28
PH10254,25411436,2025-08-30,Expired,246,2026-02-28
PH10255,25519320,2026-11-25,Saleable,2873,2026-02-28
PH10255,25540916,2028-01-13,Saleable,3875,2026-02-28
PH10255,25594734,2028-10-21,Saleable,2210,2026-02-28
PH10255,25540850,2028-12-24,Saleable,2691,2026-02-28
PH10255,25553652,2027-03-05,Saleable,687,2026-02-28
PH10256,25622468,2026-12-06,Saleable,9392,2026-02-28
PH10256,25699482,2027-08-05,Saleable,16169,2026-02-28
PH10256,25639727,2027-11-21,Saleable,2541,2026-02-28
PH10256,25661113,2027-01-15,Saleable,9957,2026-02-28
PH10257,25750365,2026-08-11,Saleable,31830,2026-02-28
PH10257,25724165,2027-12-09,FOC,1591,2026-02-28
PH10258,25819947,2028-01-08,Saleable,660,2026-02-28
PH10259,25965108,2028-01-23,Saleable,1161,2026-02-28
PH10260,26029631,2027-10-21,Saleable,1530,2026-02-28
PH10261,26167568,2028-11-11,Saleable,2209,2026-02-28
PH10262,26279410,2027-09-22,Saleable,2460,2026-02-28
PH10263,26320922,2026-06-20,Saleable,1578,2026-02-28
PH10263,26399491,2026-11-21,Damaged,47,2026-02-28
PH10264,26435667,2027-09-04,Saleable,5541,2026-02-28
PH10264,26464306,2026-10-20,Sample,110,2026-02-28
PH10265,26573500,2028-05-13,Saleable,1768,2026-02-28
PH10266,26673039,2027-09-19,Saleable,610,2026-02-28
PH10266,26631912,2028-06-20,Saleable,3313,2026-02-28
PH10267,26791358,2027-10-08,Saleable,109,2026-02-28
PH10267,26734829,2028-04-13,Saleable,50,2026-02-28
PH10267,26718578,2027-01-22,FOC,8,2026-02-28
PH10268,26865149,2028-01-19,Saleable,1399,2026-02-28
PH10268,26829030,2028-12-05,Saleable,521,2026-02-28
PH10269,26930475,2027-11-01,Saleable,175,2026-02-28
PH10269,26999202,2027-09-14,Saleable,504,2026-02-28
PH10269,26980957,2029-02-02,Saleable,933,2026-02-28
PH10270,27075419,2027-12-21,Saleable,71587,2026-02-28
PH10271,27135739,2028-10-13,Saleable,74,2026-02-28
PH10271,27187899,2026-09-08,Saleable,8,2026-02-28
PH10271,27112266,2027-09-23,Saleable,36,2026-02-28
PH10272,27217494,2028-07-20,Saleable,1515,2026-02-28
PH10273,27379451,2028-05-30,Saleable,13,2026-02-28
PH10273,27311706,2026-06-01,Saleable,155,2026-02-28
PH10273,27329840,2026-04-08,Damaged,5,2026-02-28
PH10274,27411314,2029-02-07,Saleable,696,2026-02-28
PH10274,27442523,2026-11-10,Saleable,1865,2026-02-28
PH10274,27484093,2027-11-17,Saleable,3720,2026-02-28
PH10274,27485610,2027-05-01,Saleable,948,2026-02-28
PH10274,27419127,2025-03-05,Expired,578,2026-02-28
PH10275,27583127,2027-07-16,Saleable,2520,2026-02-28
PH10275,27537621,2026-08-09,Saleable,261,2026-02-28
PH10276,27635274,2027-10-11,Saleable,409,2026-02-28
PH10276,27660720,2027-01-30,Saleable,455,2026-02-28
PH10277,27739657,2028-03-24,Saleable,1768,2026-02-28
PH10278,27823620,2026-06-24,Saleable,12,2026-02-28
PH10279,27932873,2027-09-01,Saleable,574,2026-02-28
PH10279,27958254,2026-08-06,Saleable,54,2026-02-28
PH10279,27957529,2028-09-24,Saleable,79,2026-02-28
PH10279,27984895,2028-10-01,Saleable,335,2026-02-28
PH10280,28020373,2028-01-02,Saleable,1166,2026-02-28
PH10280,28057626,2028-06-10,Saleable,3840,2026-02-28
PH10281,28199649,2028-03-01,Saleable,797,2026-02-28
PH10281,28190896,2028-10-24,Saleable,2085,2026-02-28
PH10281,28146507,2027-04-26,Saleable,322,2026-02-28
PH10281,28199694,2028-01-07,Saleable,9360,2026-02-28
PH10282,28295764,2026-07-09,Saleable,1417,2026-02-28
PH10282,28273395,2028-07-23,Saleable,3588,2026-02-28
PH10282,28271149,2027-05-05,Sample,100,2026-02-28
PH10283,28330103,2027-01-31,Saleable,13876,2026-02-28
PH10284,28495980,2026-11-22,Saleable,2805,2026-02-28
PH10284,28414168,2026-09-17,Sample,56,2026-02-28
PH10285,28519200,2027-05-28,Saleable,1384,2026-02-28
PH10285,28583850,2027-11-07,Saleable,3068,2026-02-28
PH10286,28677787,2028-02-07,Saleable,1462,2026-02-28
PH10286,28622556,2028-06-03,Saleable,6863,2026-02-28
PH10286,28612505,2025-06-14,Expired,666,2026-02-28
PH10287,28740238,2026-06-09,Saleable,8377,2026-02-28
PH10288,28873520,2028-12-20,Saleable,1601,2026-02-28
PH10289,28922770,2028-11-09,Saleable,4271,2026-02-28
PH10289,28938239,2028-12-29,Saleable,3610,2026-02-28
PH10290,29097312,2028-10-19,Saleable,1190,2026-02-28
PH10290,29085921,2027-02-22,Saleable,228,2026-02-28
PH10290,29080181,2028-01-16,FOC,70,2026-02-28
PH10291,29136434,2029-01-11,Saleable,141,2026-02-28
PH10291,29167736,2028-10-21,Saleable,293,2026-02-28
PH10292,29264020,2026-10-21,Saleable,1229,2026-02-28
PH10292,29225776,2027-11-18,Saleable,1010,2026-02-28
PH10293,29358322,2028-04-21,Saleable,3098,2026-02-28
PH10293,29331998,2026-12-17,Saleable,1331,2026-02-28
PH10293,29374338,2026-10-22,Saleable,327,2026-02-28
PH10294,29455924,2026-10-27,Saleable,1163,2026-02-28
PH10294,29424218,2028-10-07,Saleable,3771,2026-02-28
PH10294,29449600,2027-03-20,Saleable,183,2026-02-28
PH10294,29483055,2027-06-27,Sample,102,2026-02-28
PH10295,29562284,2028-01-29,Saleable,5864,2026-02-28
PH10296,29630455,2026-12-30,Saleable,12207,2026-02-28
PH10296,29660401,2026-07-26,Saleable,1698,2026-02-28
PH10296,29698476,2028-04-03,Saleable,495,2026-02-28
PH10297,29730769,2027-12-27,Saleable,14898,2026-02-28
PH10298,29887822,2027-08-05,Saleable,5641,2026-02-28
PH10298,29826445,2027-12-06,FOC,282,2026-02-28
PH10299,29988254,2026-09-01,Saleable,1289,2026-02-28
PH10299,29976940,2028-07-18,Saleable,237,2026-02-28
PH10299,29983603,2026-06-10,Saleable,1321,2026-02-28
PH10299,29970185,2028-04-16,Saleable,363,2026-02-28
PH10300,30022422,2027-04-30,Saleable,1044,2026-02-28
PH10300,30097955,2027-11-15,FOC,52,2026-02-28
PH10301,30155154,2028-02-25,Saleable,165,2026-02-28
PH10301,30170703,2027-12-14,Saleable,45,2026-02-28
PH10302,30263250,2026-07-04,Saleable,1375,2026-02-28
PH10303,30333288,2026-07-11,Saleable,591,2026-02-28
PH10303,30325146,2028-11-24,Saleable,3777,2026-02-28
PH10303,30358597,2028-01-15,Saleable,2785,2026-02-28
PH10304,30430691,2026-06-15,Saleable,44,2026-02-28
PH10304,30411899,2028-06-20,Saleable,1423,2026-02-28
PH10305,30591236,2027-02-13,Saleable,1017,2026-02-28
PH10305,30548960,2028-06-23,Saleable,137,2026-02-28
PH10305,30573686,2029-01-25,Saleable,77,2026-02-28
PH10306,30635938,2027-09-08,Saleable,2257,2026-02-28
PH10306,30684969,2027-05-23,Saleable,4466,2026-02-28
PH10307,30723210,2026-11-22,Saleable,10797,2026-02-28
PH10307,30781077,2027-09-24,Saleable,15175,2026-02-28
PH10307,30717991,2028-11-30,Saleable,2017,2026-02-28
PH10307,30768021,2025-05-16,Expired,2239,2026-02-28
PH10308,30821773,2027-10-06,Saleable,20866,2026-02-28
PH10309,30971393,2028-09-10,Saleable,1362,2026-02-28
PH10309,30954084,2028-08-18,Saleable,8281,2026-02-28
PH10309,30923731,2026-07-18,FOC,482,2026-02-28
PH10310,31034997,2026-09-22,Saleable,2220,2026-02-28
PH10311,31186967,2026-08-09,Saleable,4303,2026-02-28
PH10311,31120108,2027-03-04,Saleable,42884,2026-02-28
PH10311,31111438,2028-04-26,Saleable,18465,2026-02-28
PH10311,31157867,2026-06-26,Sample,1313,2026-02-28
PH10312,31247792,2028-07-17,Saleable,4899,2026-02-28
PH10313,31326892,2027-10-29,Saleable,23562,2026-02-28
PH10314,31466944,2027-07-24,Saleable,7822,2026-02-28
PH10315,31563881,2028-09-24,Saleable,975,2026-02-28
PH10315,31530923,2027-03-17,Saleable,1627,2026-02-28
PH10316,31659292,2028-09-18,Saleable,1770,2026-02-28
PH10317,31748407,2028-01-07,Saleable,3267,2026-02-28
PH10317,31718984,2026-11-27,Saleable,694,2026-02-28
PH10318,31881639,2027-02-05,Saleable,2435,2026-02-28
PH10318,31834936,2026-11-11,Saleable,353,2026-02-28
PH10319,31932955,2027-06-06,Saleable,2158,2026-02-28
PH10320,32056246,2027-04-25,Saleable,414,2026-02-28
PH10320,32028069,2027-02-15,Saleable,352,2026-02-28
PH10321,32195828,2027-10-29,Saleable,7589,2026-02-28
PH10321,32114903,2028-09-03,Saleable,629,2026-02-28
PH10322,32214257,2028-05-20,Saleable,225,2026-02-28
PH10322,32280191,2028-06-30,Saleable,1020,2026-02-28
PH10322,32267770,2026-09-07,Saleable,271,2026-02-28
PH10323,32360761,2027-01-11,Saleable,12254,2026-02-28
PH10324,32441349,2028-01-31,Saleable,499,2026-02-28
PH10324,32497534,2026-04-13,Damaged,14,2026-02-28
PH10325,32518253,2028-04-12,Saleable,70,2026-02-28
PH10325,32569311,2026-10-15,Saleable,109,2026-02-28
PH10326,32697215,2028-04-24,Saleable,3351,2026-02-28
PH10326,32676210,2027-11-28,Sample,67,2026-02-28
PH10327,32739982,2027-07-08,Saleable,1176,2026-02-28
PH10327,32792927,2027-03-26,Saleable,547,2026-02-28
PH10328,32861540,2028-10-28,Saleable,1435,2026-02-28
PH10328,32892301,2026-08-08,Saleable,2761,2026-02-28
PH10328,32867725,2027-02-08,Sample,83,2026-02-28
PH10328,32813112,2025-07-14,Expired,335,2026-02-28
PH10329,32984052,2028-01-22,Saleable,189,2026-02-28
PH10329,32961424,2027-10-07,Saleable,268,2026-02-28
PH10330,33071458,2028-09-28,Saleable,2130,2026-02-28
PH10330,33035365,2027-08-12,FOC,106,2026-02-28
PH10331,33176028,2027-09-02,Saleable,5860,2026-02-28
PH10332,33221868,2026-08-23,Saleable,339,2026-02-28
PH10332,33234401,2026-07-30,Saleable,467,2026-02-28
PH10333,33362607,2029-01-08,Saleable,2707,2026-02-28
PH10334,33493870,2026-11-09,Saleable,1920,2026-02-28
PH10334,33481309,2028-06-06,Saleable,24251,2026-02-28
PH10335,33589217,2027-06-18,Saleable,12214,2026-02-28
PH10335,33597702,2027-12-14,Saleable,13,2026-02-28
PH10335,33579651,2027-02-08,Saleable,16956,2026-02-28
PH10336,33628939,2027-04-23,Saleable,886,2026-02-28
PH10337,33750955,2028-06-02,Saleable,7,2026-02-28
PH10337,33753828,2027-04-22,FOC,1,2026-02-28
PH10338,33885709,2029-01-11,Saleable,19925,2026-02-28
PH10338,33859111,2026-09-30,Saleable,2081,2026-02-28
PH10339,33941741,2027-08-12,Saleable,6537,2026-02-28
PH10340,34077922,2028-01-28,Saleable,40498,2026-02-28
PH10341,34199558,2027-04-04,Saleable,6330,2026-02-28
PH10341,34123146,2025-07-31,Expired,506,2026-02-28
PH10342,34216457,2026-08-02,Saleable,265,2026-02-28
PH10342,34222685,2028-02-01,Saleable,775,2026-02-28
PH10342,34225106,2028-01-26,Saleable,22,2026-02-28
PH10342,34254335,2028-11-13,Saleable,367,2026-02-28
PH10343,34310048,2028-02-13,Saleable,5083,2026-02-28
PH10344,34457103,2027-04-11,Saleable,63,2026-02-28
PH10344,34440408,2028-10-16,Saleable,84,2026-02-28
PH10344,34443386,2027-03-21,Saleable,226,2026-02-28
PH10344,34486777,2026-11-13,FOC,18,2026-02-28
PH10345,34527455,2027-02-15,Saleable,414,2026-02-28
PH10345,34544609,2027-10-11,Saleable,173,2026-02-28
PH10345,34579144,2026-08-13,FOC,29,2026-02-28
PH10346,34676628,2026-06-27,Saleable,341,2026-02-28
PH10346,34694790,2026-07-24,Saleable,4561,2026-02-28
PH10347,34711289,2026-08-31,Saleable,3043,2026-02-28
PH10348,34882665,2028-05-30,Saleable,189,2026-02-28
PH10348,34895500,2028-10-20,Saleable,286,2026-02-28
PH10349,34993585,2028-09-03,Saleable,3205,2026-02-28
PH10350,35042316,2027-03-18,Saleable,1688,2026-02-28
PH10351,35156445,2028-04-05,Saleable,4964,2026-02-28
PH10352,35298772,2027-04-13,Saleable,1803,2026-02-28
PH10352,35260741,2028-09-17,Saleable,13,2026-02-28
PH10353,35367350,2028-05-03,Saleable,2044,2026-02-28
PH10353,35376281,2027-10-06,Saleable,368,2026-02-28
PH10353,35357567,2027-10-26,Saleable,1550,2026-02-28
PH10354,35486188,2026-07-02,Saleable,374,2026-02-28
PH10355,35570760,2027-03-14,Saleable,18196,2026-02-28
PH10355,35581257,2027-02-15,Sample,363,2026-02-28
PH10356,35664264,2026-08-09,Saleable,20201,2026-02-28
PH10357,35738087,2028-11-08,Saleable,163,2026-02-28
PH10357,35798921,2027-08-08,Saleable,155,2026-02-28
PH10358,35894150,2029-01-01,Saleable,465,2026-02-28
PH10359,35985700,2027-04-09,Saleable,8032,2026-02-28
PH10360,36029995,2027-07-05,Saleable,797,2026-02-28
PH10361,36158941,2028-09-12,Saleable,3756,2026-02-28
PH10361,36179128,2026-11-04,Saleable,400,2026-02-28
PH10362,36296022,2028-03-03,Saleable,1019,2026-02-28
PH10362,36262831,2028-04-01,Saleable,5614,2026-02-28
PH10363,36311835,2029-02-10,Saleable,10,2026-02-28
PH10363,36378927,2027-04-06,Saleable,533,2026-02-28
PH10364,36466745,2028-01-11,Saleable,7786,2026-02-28
PH10365,36584780,2027-07-04,Saleable,1801,2026-02-28
PH10365,36542467,2028-11-10,Saleable,1188,2026-02-28
PH10366,36637466,2026-09-23,Saleable,1908,2026-02-28
PH10366,36683135,2029-01-02,Saleable,229,2026-02-28
PH10367,36745811,2027-07-23,Saleable,3566,2026-02-28
PH10367,36740921,2027-09-27,Saleable,4602,2026-02-28
PH10368,36858159,2027-04-07,Saleable,1232,2026-02-28
PH10368,36824755,2027-12-01,Saleable,2786,2026-02-28
PH10368,36880335,2028-07-19,Saleable,2065,2026-02-28
PH10369,36936821,2026-08-03,Saleable,19,2026-02-28
PH10369,36927434,2027-01-05,Saleable,31,2026-02-28
PH10370,37052620,2029-02-03,Saleable,1150,2026-02-28
PH10370,37046549,2029-01-28,Saleable,2478,2026-02-28
PH10370,37088567,2028-10-13,Saleable,39,2026-02-28
PH10371,37163168,2027-01-07,Saleable,2864,2026-02-28
PH10372,37229049,2026-12-27,Saleable,745,2026-02-28
PH10372,37235726,2028-03-19,Saleable,2052,2026-02-28
PH10373,37330313,2028-04-28,Saleable,2930,2026-02-28
PH10373,37389000,2025-06-15,Expired,234,2026-02-28
PH10374,37497444,2028-07-04,Saleable,967,2026-02-28
PH10375,37588475,2027-07-02,Saleable,4536,2026-02-28
PH10376,37649542,2028-11-29,Saleable,78,2026-02-28
PH10376,37669770,2028-09-06,Saleable,2693,2026-02-28
PH10376,37665765,2027-01-27,Saleable,2195,2026-02-28
PH10377,37781535,2027-05-08,Saleable,672,2026-02-28
PH10378,37890470,2029-01-07,Saleable,3289,2026-02-28
PH10379,37997696,2027-05-20,Saleable,107,2026-02-28
PH10379,37972226,2028-02-18,Saleable,1100,2026-02-28
PH10379,37962793,2026-06-06,Sample,24,2026-02-28
PH10380,38016540,2028-06-30,Saleable,1508,2026-02-28
PH10380,38028631,2026-05-21,Damaged,45,2026-02-28
PH10381,38172470,2027-04-29,Saleable,927,2026-02-28
PH10381,38182289,2028-08-14,Saleable,2958,2026-02-28
PH10381,38130743,2028-08-28,Saleable,2698,2026-02-28
PH10381,38129418,2028-05-22,Saleable,1094,2026-02-28
PH10382,38251422,2028-04-26,Saleable,3362,2026-02-28
PH10383,38338432,2027-10-08,Saleable,669,2026-02-28
PH10383,38394678,2029-01-05,Saleable,65,2026-02-28
PH10384,38452409,2028-08-26,Saleable,148,2026-02-28
PH10384,38473200,2028-06-08,Saleable,238,2026-02-28
PH10384,38470132,2027-12-20,Saleable,228,2026-02-28
PH10385,38548301,2027-06-20,Saleable,3466,2026-02-28
PH10386,38681245,2027-02-07,Saleable,392,2026-02-28
PH10386,38620424,2027-07-16,Saleable,230,2026-02-28
PH10386,38670707,2027-03-01,Saleable,15,2026-02-28
PH10387,38770605,2027-11-20,Saleable,1883,2026-02-28
PH10388,38899038,2026-09-12,Saleable,100,2026-02-28
PH10388,38831800,2028-04-02,Saleable,454,2026-02-28
PH10388,38811535,2027-07-29,Saleable,25,2026-02-28
PH10388,38824539,2027-10-28,FOC,29,2026-02-28
PH10388,38827195,2027-01-14,Damaged,17,2026-02-28
PH10389,38911895,2028-10-14,Saleable,2641,2026-02-28
PH10389,38981119,2027-12-22,Saleable,834,2026-02-28
PH10389,38927400,2027-04-02,Sample,69,2026-02-28
PH10390,39066827,2028-12-05,Saleable,7,2026-02-28
PH10390,39011210,2027-07-10,Saleable,3,2026-02-28
PH10390,39058705,2026-08-13,Saleable,10,2026-02-28
PH10390,39077495,2026-10-18,Saleable,3,2026-02-28
PH10391,39195271,2026-12-23,Saleable,684,2026-02-28
PH10391,39115610,2028-09-22,Saleable,1250,2026-02-28
PH10392,39276261,2028-05-22,Saleable,278,2026-02-28
PH10392,39257343,2027-03-23,Saleable,545,2026-02-28
PH10393,39388814,2026-10-06,Saleable,62,2026-02-28
PH10393,39355944,2028-09-21,Saleable,424,2026-02-28
PH10393,39318626,2028-09-12,Saleable,159,2026-02-28
PH10393,39310515,2026-11-20,Saleable,102,2026-02-28
PH10394,39434950,2028-03-22,Saleable,5276,2026-02-28
PH10395,39551882,2027-04-13,Saleable,3079,2026-02-28
PH10395,39541269,2026-07-18,Sample,61,2026-02-28
PH10396,39699782,2027-08-05,Saleable,281,2026-02-28
PH10396,39628667,2028-08-05,Saleable,1626,2026-02-28
PH10396,39624023,2028-09-26,Saleable,4406,2026-02-28
PH10397,39796135,2026-08-07,Saleable,6,2026-02-28
PH10397,39773648,2028-12-20,Saleable,695,2026-02-28
PH10397,39789169,2026-08-03,FOC,35,2026-02-28
PH10398,39867570,2026-06-17,Saleable,2240,2026-02-28
PH10398,39845000,2027-01-16,Saleable,1597,2026-02-28
PH10398,39856053,2026-09-19,Saleable,2266,2026-02-28
PH10398,39882708,2027-06-20,Saleable,9110,2026-02-28
PH10398,39846871,2026-11-11,FOC,760,2026-02-28
PH10399,39954036,2027-02-01,Saleable,1535,2026-02-28
PH10399,39991736,2027-06-14,Saleable,1501,2026-02-28
PH10399,39976249,2027-11-21,Saleable,554,2026-02-28
PH10400,40041724,2026-07-19,Saleable,31737,2026-02-28
PH10400,40043446,2027-12-02,FOC,1586,2026-02-28
PH10401,40147429,2027-01-02,Saleable,1783,2026-02-28
PH10401,40140736,2026-11-07,Saleable,2103,2026-02-28
PH10401,40129381,2027-08-21,Saleable,354,2026-02-28
PH10402,40243970,2026-11-07,Saleable,743,2026-02-28
PH10403,40339154,2027-08-03,Saleable,1439,2026-02-28
PH10403,40396870,2026-11-04,Saleable,344,2026-02-28
PH10403,40387913,2027-06-01,Saleable,1802,2026-02-28
PH10403,40334402,2026-10-15,FOC,179,2026-02-28
PH10404,40452091,2026-08-18,Saleable,197,2026-02-28
PH10404,40442726,2028-01-20,Saleable,496,2026-02-28
PH10404,40445135,2028-11-23,Saleable,4093,2026-02-28
PH10405,40591808,2028-09-03,Saleable,1478,2026-02-28
PH10405,40531735,2028-06-17,Saleable,41,2026-02-28
PH10405,40584273,2028-12-16,Saleable,2564,2026-02-28
PH10406,40670301,2027-12-10,Saleable,2787,2026-02-28
PH10406,40693091,2027-09-05,Saleable,3196,2026-02-28
PH10406,40657959,2027-06-03,FOC,299,2026-02-28
PH10406,40691563,2027-05-15,Damaged,179,2026-02-28
PH10407,40796506,2028-12-20,Saleable,3064,2026-02-28
PH10408,40899132,2027-10-09,Saleable,176,2026-02-28
PH10408,40855844,2028-09-02,Saleable,1619,2026-02-28
PH10408,40855679,2025-08-19,Expired,143,2026-02-28
PH10409,40928333,2027-10-03,Saleable,505,2026-02-28
PH10409,40930930,2027-05-10,Saleable,2145,2026-02-28
PH10410,41012846,2027-10-11,Saleable,328,2026-02-28
PH10411,41172546,2027-07-07,Saleable,288,2026-02-28
PH10411,41180859,2026-09-06,Damaged,8,2026-02-28
PH10412,41298715,2027-07-11,Saleable,400,2026-02-28
PH10413,41359412,2026-08-24,Saleable,484,2026-02-28
PH10414,41487953,2027-09-03,Saleable,4692,2026-02-28
PH10415,41541534,2027-10-27,Saleable,1197,2026-02-28
PH10415,41591738,2028-11-12,Saleable,134,2026-02-28
PH10416,41694801,2027-11-14,Saleable,1259,2026-02-28
PH10416,41630876,2027-02-06,Saleable,363,2026-02-28
PH10417,41757422,2028-05-11,Saleable,351,2026-02-28
PH10417,41729365,2027-07-11,Saleable,401,2026-02-28
PH10417,41789073,2027-05-31,Saleable,625,2026-02-28
PH10418,41834527,2028-12-04,Saleable,400,2026-02-28
PH10419,41968193,2028-12-19,Saleable,2665,2026-02-28
PH10420,42064885,2027-05-24,Saleable,27727,2026-02-28
PH10420,42030062,2028-02-21,Saleable,7188,2026-02-28
PH10421,42149222,2028-05-29,Saleable,2000,2026-02-28
PH10421,42133367,2026-09-18,Saleable,489,2026-02-28
PH10422,42289696,2027-02-12,Saleable,480,2026-02-28
PH10423,42334920,2028-10-01,Saleable,1161,2026-02-28
PH10423,42343561,2027-05-23,Sample,23,2026-02-28
PH10424,42438065,2028-10-21,Saleable,8,2026-02-28
PH10424,42486792,2027-08-16,Saleable,9,2026-02-28
PH10424,42447489,2027-08-04,Sample,1,2026-02-28
PH10425,42584574,2027-06-02,Saleable,6463,2026-02-28
PH10426,42628182,2027-06-18,Saleable,10207,2026-02-28
PH10426,42653015,2027-04-06,Saleable,17762,2026-02-28
PH10426,42632807,2025-12-25,Expired,2237,2026-02-28
PH10427,42733627,2027-11-19,Saleable,1182,2026-02-28
PH10427,42797649,2026-11-12,Saleable,53448,2026-02-28
PH10427,42745699,2027-11-03,Saleable,1275,2026-02-28
PH10428,42887507,2028-09-01,Saleable,125,2026-02-28
PH10429,42932684,2028-09-14,Saleable,261,2026-02-28
PH10429,42943770,2027-03-24,Saleable,1031,2026-02-28
PH10429,42979588,2028-03-14,Saleable,108,2026-02-28
PH10430,43074363,2027-11-15,Saleable,3248,2026-02-28
PH10430,43020865,2027-04-09,Saleable,1156,2026-02-28
PH10431,43181073,2028-03-19,Saleable,705,2026-02-28
PH10432,43282227,2028-09-29,Saleable,38967,2026-02-28
PH10433,43310741,2026-12-11,Saleable,1,2026-02-28
PH10433,43381792,2028-04-06,Saleable,19,2026-02-28
PH10433,43398063,2027-12-19,FOC,1,2026-02-28
PH10433,43389473,2027-11-05,Damaged,1,2026-02-28
PH10434,43412878,2027-12-27,Saleable,10053,2026-02-28
PH10435,43554129,2027-05-05,Saleable,1148,2026-02-28
PH10435,43559780,2028-04-01,Saleable,596,2026-02-28
PH10435,43522661,2026-08-19,Saleable,2054,2026-02-28
PH10435,43528550,2027-12-27,Saleable,1153,2026-02-28
PH10435,43534935,2026-08-02,Saleable,345,2026-02-28
