sku,batch,expiry_date,stock_type,qty_units,snapshot_date,description,principal,category,product_group,storage_condition,units_per_case,case_length_cm,case_width_cm,case_height_cm,case_cbm,case_weight_kg,unit_cost_nzd,ti,hi,cases_per_pallet,pallet_height_cm,pallet_weight_kg,pallet_cbm,cases,cbm,pallets,value_nzd,positions_naive,zone,positions,shelf_bins,months_to_expiry
PH10162,16282883,2026-09-17,Saleable,38651,2026-02-28,Levothyroxine 50mcg Tablets 100s,Marwick Pharmaceuticals,Pharma,Tablets,Below 25C,240.0,33.7,43.8,20.5,0.03026,5.26,15.66,6.0,6.0,36.0,138.0,214.36,1.08936,161.04583333333332,4.873246916666666,4.47349537037037,605274.66,5.0,Pallet racking,5.0,0,6.611842105263158
PH10162,16224431,2028-07-03,Saleable,10015,2026-02-28,Levothyroxine 50mcg Tablets 100s,Marwick Pharmaceuticals,Pharma,Tablets,Below 25C,240.0,33.7,43.8,20.5,0.03026,5.26,15.66,6.0,6.0,36.0,138.0,214.36,1.08936,41.729166666666664,1.2627245833333332,1.1591435185185184,156834.9,2.0,Pallet racking,2.0,0,28.157894736842106
PH10163,16321108,2026-07-08,Saleable,69,2026-02-28,Telmisartan 40mg Tablets 30s,Venrick Laboratories,Pharma,Tablets,Below 25C,100.0,43.9,44.2,31.6,0.06132,13.35,2.08,4.0,2.0,8.0,78.2,131.8,0.49056,0.69,0.042310799999999996,0.08625,143.52,1.0,Shelving,0.0,1,4.276315789473684
PH10163,16393498,2028-07-06,Saleable,1,2026-02-28,Telmisartan 40mg Tablets 30s,Venrick Laboratories,Pharma,Tablets,Below 25C,100.0,43.9,44.2,31.6,0.06132,13.35,2.08,4.0,2.0,8.0,78.2,131.8,0.49056,0.01,0.0006132,0.00125,2.08,1.0,Shelving,0.0,1,28.25657894736842
PH10164,16452892,2026-07-08,Saleable,2457,2026-02-28,Simvastatin 20mg Tablets 3x10,Corvane Pharma,Pharma,Tablets,Below 25C,180.0,55.5,30.1,23.6,0.03942,9.26,12.57,6.0,3.0,18.0,85.80000000000001,191.68,0.70956,13.65,0.538083,0.7583333333333333,30884.49,1.0,Pallet racking,1.0,0,4.276315789473684
PH10164,16480217,2028-07-01,Saleable,29498,2026-02-28,Simvastatin 20mg Tablets 3x10,Corvane Pharma,Pharma,Tablets,Below 25C,180.0,55.5,30.1,23.6,0.03942,9.26,12.57,6.0,3.0,18.0,85.80000000000001,191.68,0.70956,163.87777777777777,6.460061999999999,9.10432098765432,370789.86,10.0,Pallet racking,10.0,0,28.092105263157897
PH10165,16517953,2028-05-26,Saleable,17345,2026-02-28,Losartan 50mg Tablets 30s,Venrick Laboratories,Pharma,Tablets,Below 25C,240.0,53.3,34.8,31.9,0.05917,13.22,2.83,4.0,4.0,16.0,142.6,236.52,0.94672,72.27083333333333,4.276265208333333,4.516927083333333,49086.35,5.0,Pallet racking,5.0,0,26.907894736842106
PH10165,16580668,2027-04-14,Saleable,22279,2026-02-28,Losartan 50mg Tablets 30s,Venrick Laboratories,Pharma,Tablets,Below 25C,240.0,53.3,34.8,31.9,0.05917,13.22,2.83,4.0,4.0,16.0,142.6,236.52,0.94672,92.82916666666667,5.492701791666667,5.801822916666667,63049.57,6.0,Pallet racking,6.0,0,13.48684210526316
PH10165,16579413,2027-09-14,Sample,792,2026-02-28,Losartan 50mg Tablets 30s,Venrick Laboratories,Pharma,Tablets,Below 25C,240.0,53.3,34.8,31.9,0.05917,13.22,2.83,4.0,4.0,16.0,142.6,236.52,0.94672,3.3,0.195261,0.20625,2241.36,1.0,Shelving,0.0,1,18.519736842105264
PH10166,16619055,2027-09-16,Saleable,53613,2026-02-28,Clopidogrel 75mg Tablets 30s,Corvane Pharma,Pharma,Tablets,Below 25C,120.0,41.6,32.4,31.0,0.04178,11.45,20.68,6.0,4.0,24.0,139.0,299.79999999999995,1.00272,446.775,18.6662595,18.615624999999998,1108716.84,19.0,Pallet racking,19.0,0,18.585526315789476
PH10166,16663346,2027-02-15,Saleable,15921,2026-02-28,Clopidogrel 75mg Tablets 30s,Corvane Pharma,Pharma,Tablets,Below 25C,120.0,41.6,32.4,31.0,0.04178,11.45,20.68,6.0,4.0,24.0,139.0,299.79999999999995,1.00272,132.675,5.5431615,5.528125,329246.27999999997,6.0,Pallet racking,6.0,0,11.578947368421053
PH10167,16745205,2029-02-11,Saleable,24811,2026-02-28,Esomeprazole 20mg Tablets 30s,Marwick Pharmaceuticals,Pharma,Tablets,Below 25C,120.0,32.0,41.0,18.0,0.02362,3.83,23.56,6.0,7.0,42.0,141.0,185.86,0.99204,206.75833333333333,4.883631833333333,4.92281746031746,584547.1599999999,5.0,Pallet racking,5.0,0,35.49342105263158
PH10168,16862512,2029-02-09,Saleable,73,2026-02-28,Carvedilol 6.25mg Tablets 100s,Corvane Pharma,Pharma,Tablets,Below 25C,100.0,55.8,34.1,19.2,0.03653,5.86,9.48,2.0,3.0,6.0,72.6,60.16,0.2191799999999999,0.73,0.0266669,0.12166666666666666,692.0400000000001,1.0,Shelving,0.0,1,35.42763157894737
PH10168,16817131,2028-03-20,Saleable,495,2026-02-28,Carvedilol 6.25mg Tablets 100s,Corvane Pharma,Pharma,Tablets,Below 25C,100.0,55.8,34.1,19.2,0.03653,5.86,9.48,2.0,3.0,6.0,72.6,60.16,0.2191799999999999,4.95,0.1808235,0.8250000000000001,4692.6,1.0,Shelving,0.0,1,24.703947368421055
PH10168,16813431,2026-07-07,Saleable,55,2026-02-28,Carvedilol 6.25mg Tablets 100s,Corvane Pharma,Pharma,Tablets,Below 25C,100.0,55.8,34.1,19.2,0.03653,5.86,9.48,2.0,3.0,6.0,72.6,60.16,0.2191799999999999,0.55,0.0200915,0.09166666666666667,521.4,1.0,Shelving,0.0,1,4.243421052631579
PH10169,16972770,2028-05-04,Saleable,2599,2026-02-28,Allopurinol 300mg Tablets 100s,Venrick Laboratories,Pharma,Tablets,Below 25C,100.0,31.5,26.1,32.4,0.02664,6.72,9.25,12.0,2.0,24.0,79.8,186.28,0.63936,25.99,0.6923735999999999,1.0829166666666665,24040.75,2.0,Pallet racking,2.0,0,26.18421052631579
PH10169,16975445,2028-11-03,Saleable,4370,2026-02-28,Allopurinol 300mg Tablets 100s,Venrick Laboratories,Pharma,Tablets,Below 25C,100.0,31.5,26.1,32.4,0.02664,6.72,9.25,12.0,2.0,24.0,79.8,186.28,0.63936,43.7,1.164168,1.8208333333333335,40422.5,2.0,Pallet racking,2.0,0,32.203947368421055
PH10170,17056776,2027-01-26,Saleable,1109,2026-02-28,Ciprofloxacin 500mg Tablets 10x10,Halvora Healthcare,Pharma,Tablets,Below 25C,60.0,50.0,42.6,33.5,0.07136,13.0,14.96,4.0,3.0,12.0,115.5,181.0,0.8563200000000001,18.483333333333334,1.318970666666667,1.5402777777777779,16590.64,2.0,Pallet racking,2.0,0,10.921052631578949
PH10170,17075246,2027-04-06,Saleable,465,2026-02-28,Ciprofloxacin 500mg Tablets 10x10,Halvora Healthcare,Pharma,Tablets,Below 25C,60.0,50.0,42.6,33.5,0.07136,13.0,14.96,4.0,3.0,12.0,115.5,181.0,0.8563200000000001,7.75,0.5530400000000001,0.6458333333333334,6956.400000000001,1.0,Pallet racking,1.0,0,13.223684210526317
PH10171,17168213,2028-09-19,Saleable,1330,2026-02-28,Sertraline 100mg Tablets 10x10,Marwick Pharmaceuticals,Pharma,Tablets,Below 25C,180.0,38.5,29.2,24.9,0.02799,5.5,10.89,9.0,5.0,45.0,139.5,272.5,1.25955,7.388888888888889,0.20681500000000003,0.16419753086419753,14483.7,1.0,Shelving,0.0,1,30.72368421052632
PH10171,17111309,2028-05-29,Saleable,6150,2026-02-28,Sertraline 100mg Tablets 10x10,Marwick Pharmaceuticals,Pharma,Tablets,Below 25C,180.0,38.5,29.2,24.9,0.02799,5.5,10.89,9.0,5.0,45.0,139.5,272.5,1.25955,34.166666666666664,0.956325,0.7592592592592592,66973.5,1.0,Pallet racking,1.0,0,27.00657894736842
PH10171,17176912,2026-01-31,Expired,598,2026-02-28,Sertraline 100mg Tablets 10x10,Marwick Pharmaceuticals,Pharma,Tablets,Below 25C,180.0,38.5,29.2,24.9,0.02799,5.5,10.89,9.0,5.0,45.0,139.5,272.5,1.25955,3.3222222222222224,0.092989,0.07382716049382716,6512.22,1.0,Quarantine,0.0,0,-0.9210526315789475
PH10172,17275315,2028-03-23,Saleable,8832,2026-02-28,Pantoprazole 20mg Tablets 100s,Marwick Pharmaceuticals,Pharma,Tablets,Below 25C,240.0,36.8,39.3,19.5,0.0282,4.97,7.23,6.0,5.0,30.0,112.5,174.1,0.846,36.8,1.0377599999999998,1.2266666666666666,63855.36,2.0,Pallet racking,2.0,0,24.80263157894737
PH10172,17257633,2029-01-21,Saleable,60423,2026-02-28,Pantoprazole 20mg Tablets 100s,Marwick Pharmaceuticals,Pharma,Tablets,Below 25C,240.0,36.8,39.3,19.5,0.0282,4.97,7.23,6.0,5.0,30.0,112.5,174.1,0.846,251.7625,7.099702499999999,8.392083333333334,436858.29000000004,9.0,Pallet racking,9.0,0,34.80263157894737
PH10172,17210842,2028-07-06,Saleable,19486,2026-02-28,Pantoprazole 20mg Tablets 100s,Marwick Pharmaceuticals,Pharma,Tablets,Below 25C,240.0,36.8,39.3,19.5,0.0282,4.97,7.23,6.0,5.0,30.0,112.5,174.1,0.846,81.19166666666666,2.289605,2.7063888888888887,140883.78,3.0,Pallet racking,3.0,0,28.25657894736842
PH10173,17398072,2027-01-21,Saleable,5987,2026-02-28,Carvedilol 25mg Tablets 10x10,Venrick Laboratories,Pharma,Tablets,Below 25C,240.0,38.2,31.8,20.6,0.02502,3.94,6.64,9.0,4.0,36.0,97.4,166.84,0.90072,24.945833333333333,0.62414475,0.6929398148148148,39753.68,1.0,Pallet racking,1.0,0,10.756578947368421
PH10174,17476414,2027-06-28,Saleable,1825,2026-02-28,Glimepiride 4mg Tablets 2x14,Corvane Pharma,Pharma,Tablets,Below 25C,240.0,37.5,40.4,17.6,0.02666,6.81,6.11,6.0,6.0,36.0,120.6,270.16,0.95976,7.604166666666667,0.20272708333333334,0.21122685185185186,11150.75,1.0,Shelving,0.0,1,15.953947368421053
PH10174,17415070,2027-01-13,Saleable,1901,2026-02-28,Glimepiride 4mg Tablets 2x14,Corvane Pharma,Pharma,Tablets,Below 25C,240.0,37.5,40.4,17.6,0.02666,6.81,6.11,6.0,6.0,36.0,120.6,270.16,0.95976,7.920833333333333,0.21116941666666666,0.22002314814814816,11615.11,1.0,Shelving,0.0,1,10.493421052631579
PH10174,17414118,2027-07-22,Saleable,2710,2026-02-28,Glimepiride 4mg Tablets 2x14,Corvane Pharma,Pharma,Tablets,Below 25C,240.0,37.5,40.4,17.6,0.02666,6.81,6.11,6.0,6.0,36.0,120.6,270.16,0.95976,11.291666666666666,0.30103583333333334,0.3136574074074074,16558.100000000002,1.0,Pallet racking,1.0,0,16.74342105263158
PH10175,17551409,2026-07-22,Saleable,1548,2026-02-28,Ciprofloxacin 500mg Tablets 100s,Venrick Laboratories,Pharma,Tablets,Below 25C,60.0,49.0,32.0,16.5,0.02587,6.8,22.78,5.0,4.0,20.0,81.0,161.0,0.5174,25.8,0.667446,1.29,35263.44,2.0,Pallet racking,2.0,0,4.736842105263158
PH10175,17537075,2027-06-19,FOC,77,2026-02-28,Ciprofloxacin 500mg Tablets 100s,Venrick Laboratories,Pharma,Tablets,Below 25C,60.0,49.0,32.0,16.5,0.02587,6.8,22.78,5.0,4.0,20.0,81.0,161.0,0.5174,1.2833333333333334,0.03319983333333334,0.06416666666666668,1754.0600000000002,1.0,Shelving,0.0,1,15.657894736842106
PH10176,17625933,2026-06-22,Saleable,7014,2026-02-28,Ibuprofen 400mg Tablets 100s,Halvora Healthcare,Pharma,Tablets,Below 25C,100.0,36.3,34.7,29.4,0.03703,7.34,8.75,6.0,3.0,18.0,103.2,157.12,0.66654,70.14,2.5972842000000003,3.8966666666666665,61372.5,4.0,Pallet racking,4.0,0,3.75
PH10177,17777061,2027-07-17,Saleable,1979,2026-02-28,Allopurinol 100mg Tablets 2x14,Arcadine Pharma,Pharma,Tablets,Below 25C,60.0,50.1,37.5,28.7,0.05392,8.93,16.67,4.0,3.0,12.0,101.1,132.16,0.6470400000000001,32.983333333333334,1.7784613333333334,2.7486111111111113,32989.93,3.0,Pallet racking,3.0,0,16.578947368421055
PH10178,17867777,2027-08-09,Saleable,941,2026-02-28,Losartan 100mg Tablets 3x10,Marwick Pharmaceuticals,Pharma,Tablets,Below 25C,180.0,40.2,31.4,31.5,0.03976,10.38,21.95,6.0,2.0,12.0,78.0,149.56,0.47712,5.227777777777778,0.20785644444444443,0.4356481481481482,20654.95,1.0,Shelving,0.0,1,17.335526315789476
PH10178,17830607,2028-12-09,Saleable,4667,2026-02-28,Losartan 100mg Tablets 3x10,Marwick Pharmaceuticals,Pharma,Tablets,Below 25C,180.0,40.2,31.4,31.5,0.03976,10.38,21.95,6.0,2.0,12.0,78.0,149.56,0.47712,25.927777777777777,1.0308884444444444,2.160648148148148,102440.65,3.0,Pallet racking,3.0,0,33.38815789473684
PH10179,17937871,2026-07-26,Saleable,646,2026-02-28,Warfarin 1mg Tablets 30s,Halvora Healthcare,Pharma,Tablets,Below 25C,60.0,50.0,39.4,17.2,0.03388,9.05,4.26,6.0,4.0,24.0,83.8,242.2,0.8131200000000001,10.766666666666667,0.3647746666666667,0.4486111111111111,2751.96,1.0,Pallet racking,1.0,0,4.868421052631579
PH10179,17922945,2026-11-25,Saleable,685,2026-02-28,Warfarin 1mg Tablets 30s,Halvora Healthcare,Pharma,Tablets,Below 25C,60.0,50.0,39.4,17.2,0.03388,9.05,4.26,6.0,4.0,24.0,83.8,242.2,0.8131200000000001,11.416666666666666,0.3867966666666667,0.4756944444444444,2918.1,1.0,Pallet racking,1.0,0,8.881578947368421
PH10179,17917030,2029-02-04,Saleable,317,2026-02-28,Warfarin 1mg Tablets 30s,Halvora Healthcare,Pharma,Tablets,Below 25C,60.0,50.0,39.4,17.2,0.03388,9.05,4.26,6.0,4.0,24.0,83.8,242.2,0.8131200000000001,5.283333333333333,0.17899933333333334,0.22013888888888888,1350.4199999999998,1.0,Shelving,0.0,1,35.26315789473684
PH10180,18051836,2027-04-12,Saleable,43,2026-02-28,Paracetamol 500mg Tablets 10x10,Venrick Laboratories,Pharma,Tablets,Below 25C,180.0,36.2,44.0,17.9,0.02851,4.57,18.94,4.0,6.0,24.0,122.4,134.68,0.68424,0.2388888888888889,0.006810722222222222,0.009953703703703704,814.4200000000001,1.0,Shelving,0.0,1,13.421052631578949
PH10180,18014003,2028-09-13,Saleable,35,2026-02-28,Paracetamol 500mg Tablets 10x10,Venrick Laboratories,Pharma,Tablets,Below 25C,180.0,36.2,44.0,17.9,0.02851,4.57,18.94,4.0,6.0,24.0,122.4,134.68,0.68424,0.19444444444444445,0.005543611111111111,0.008101851851851851,662.9000000000001,1.0,Shelving,0.0,1,30.526315789473685
PH10181,18172702,2028-03-16,Saleable,19223,2026-02-28,Azithromycin 250mg Tablets 100s,Dunmore Therapeutics,Pharma,Tablets,Below 25C,240.0,58.5,39.0,22.3,0.05088,12.81,8.16,4.0,4.0,16.0,104.2,229.96,0.81408,80.09583333333333,4.075276,5.005989583333333,156859.68,6.0,Pallet racking,6.0,0,24.572368421052634
PH10181,18152761,2028-11-05,Saleable,432,2026-02-28,Azithromycin 250mg Tablets 100s,Dunmore Therapeutics,Pharma,Tablets,Below 25C,240.0,58.5,39.0,22.3,0.05088,12.81,8.16,4.0,4.0,16.0,104.2,229.96,0.81408,1.8,0.091584,0.1125,3525.12,1.0,Shelving,0.0,1,32.26973684210527
PH10182,18246133,2026-11-17,Saleable,1729,2026-02-28,Allopurinol 100mg Tablets 100s,Halvora Healthcare,Pharma,Tablets,Below 25C,120.0,52.6,43.1,27.8,0.06302,12.5,24.13,2.0,3.0,6.0,98.4,100.0,0.37812,14.408333333333333,0.9080131666666668,2.401388888888889,41720.77,3.0,Pallet racking,3.0,0,8.618421052631579
PH10182,18275303,2027-07-23,Saleable,354,2026-02-28,Allopurinol 100mg Tablets 100s,Halvora Healthcare,Pharma,Tablets,Below 25C,120.0,52.6,43.1,27.8,0.06302,12.5,24.13,2.0,3.0,6.0,98.4,100.0,0.37812,2.95,0.18590900000000002,0.4916666666666667,8542.02,1.0,Shelving,0.0,1,16.776315789473685
PH10182,18296191,2027-09-07,FOC,104,2026-02-28,Allopurinol 100mg Tablets 100s,Halvora Healthcare,Pharma,Tablets,Below 25C,120.0,52.6,43.1,27.8,0.06302,12.5,24.13,2.0,3.0,6.0,98.4,100.0,0.37812,0.8666666666666667,0.054617333333333344,0.14444444444444446,2509.52,1.0,Shelving,0.0,1,18.289473684210527
PH10183,18346638,2027-02-19,Saleable,10646,2026-02-28,Metoprolol 100mg Tablets 10x10,Dunmore Therapeutics,Pharma,Tablets,Below 25C,60.0,48.6,27.0,26.2,0.03438,6.75,7.73,8.0,3.0,24.0,93.6,187.0,0.8251200000000001,177.43333333333334,6.100158,7.393055555555556,82293.58,8.0,Pallet racking,8.0,0,11.710526315789474
PH10183,18344616,2027-08-07,Saleable,17730,2026-02-28,Metoprolol 100mg Tablets 10x10,Dunmore Therapeutics,Pharma,Tablets,Below 25C,60.0,48.6,27.0,26.2,0.03438,6.75,7.73,8.0,3.0,24.0,93.6,187.0,0.8251200000000001,295.5,10.15929,12.3125,137052.9,13.0,Pallet racking,13.0,0,17.269736842105264
PH10183,18357504,2025-04-26,Expired,2270,2026-02-28,Metoprolol 100mg Tablets 10x10,Dunmore Therapeutics,Pharma,Tablets,Below 25C,60.0,48.6,27.0,26.2,0.03438,6.75,7.73,8.0,3.0,24.0,93.6,187.0,0.8251200000000001,37.833333333333336,1.30071,1.576388888888889,17547.100000000002,2.0,Quarantine,0.0,0,-10.131578947368421
PH10184,18445482,2027-06-27,Saleable,716,2026-02-28,Levothyroxine 50mcg Tablets 10x10,Halvora Healthcare,Pharma,Tablets,Below 25C,180.0,38.1,29.4,18.9,0.02117,3.89,21.23,9.0,6.0,54.0,128.39999999999998,235.06,1.14318,3.977777777777778,0.08420955555555557,0.07366255144032922,15200.68,1.0,Shelving,0.0,1,15.921052631578949
PH10185,18563813,2027-06-17,Saleable,17610,2026-02-28,Atorvastatin 20mg Tablets 30s,Corvane Pharma,Pharma,Tablets,Below 25C,120.0,43.1,28.1,27.5,0.03331,8.89,9.08,7.0,3.0,21.0,97.5,211.69,0.69951,146.75,4.8882425,6.988095238095238,159898.8,7.0,Pallet racking,7.0,0,15.592105263157896
PH10185,18561314,2027-04-30,FOC,880,2026-02-28,Atorvastatin 20mg Tablets 30s,Corvane Pharma,Pharma,Tablets,Below 25C,120.0,43.1,28.1,27.5,0.03331,8.89,9.08,7.0,3.0,21.0,97.5,211.69,0.69951,7.333333333333333,0.24427333333333331,0.3492063492063492,7990.4,1.0,Shelving,0.0,1,14.013157894736842
PH10186,18698658,2028-03-28,Saleable,577,2026-02-28,Levothyroxine 50mcg Tablets 30s,Corvane Pharma,Pharma,Tablets,Below 25C,240.0,48.6,33.9,34.9,0.0575,17.22,6.27,6.0,2.0,12.0,84.8,231.64,0.6900000000000001,2.404166666666667,0.13823958333333333,0.20034722222222223,3617.79,1.0,Shelving,0.0,1,24.967105263157897
PH10187,18772915,2026-11-29,Saleable,1066,2026-02-28,Prednisolone 25mg Tablets 10x10,Halvora Healthcare,Pharma,Tablets,Below 25C,180.0,38.8,27.4,34.8,0.037,8.57,22.33,8.0,4.0,32.0,154.2,299.24,1.184,5.9222222222222225,0.21912222222222222,0.18506944444444445,23803.78,1.0,Shelving,0.0,1,9.013157894736842
PH10187,18798744,2028-08-25,Saleable,268,2026-02-28,Prednisolone 25mg Tablets 10x10,Halvora Healthcare,Pharma,Tablets,Below 25C,180.0,38.8,27.4,34.8,0.037,8.57,22.33,8.0,4.0,32.0,154.2,299.24,1.184,1.488888888888889,0.05508888888888889,0.04652777777777778,5984.44,1.0,Shelving,0.0,1,29.901315789473685
PH10188,18890945,2028-07-02,Saleable,5416,2026-02-28,Atorvastatin 10mg Tablets 2x14,Marwick Pharmaceuticals,Pharma,Tablets,Below 25C,120.0,46.4,25.3,21.5,0.02524,5.11,11.84,8.0,3.0,24.0,79.5,147.64,0.60576,45.13333333333333,1.1391653333333334,1.8805555555555555,64125.44,2.0,Pallet racking,2.0,0,28.125
PH10189,18947207,2026-12-26,Saleable,184,2026-02-28,Atorvastatin 40mg Tablets 30s,Corvane Pharma,Pharma,Tablets,Below 25C,100.0,30.3,37.5,32.0,0.03636,7.62,8.07,9.0,4.0,36.0,143.0,299.32,1.30896,1.84,0.06690240000000001,0.051111111111111114,1484.88,1.0,Shelving,0.0,1,9.901315789473685
PH10189,18959194,2027-03-18,Saleable,100,2026-02-28,Atorvastatin 40mg Tablets 30s,Corvane Pharma,Pharma,Tablets,Below 25C,100.0,30.3,37.5,32.0,0.03636,7.62,8.07,9.0,4.0,36.0,143.0,299.32,1.30896,1.0,0.03636,0.027777777777777776,807.0,1.0,Shelving,0.0,1,12.598684210526317
PH10190,19050368,2026-07-07,Saleable,958,2026-02-28,Atorvastatin 20mg Tablets 3x10,Venrick Laboratories,Pharma,Tablets,Below 25C,180.0,47.2,28.6,21.1,0.02848,5.44,7.47,8.0,5.0,40.0,120.5,242.6,1.1392,5.322222222222222,0.15157688888888887,0.13305555555555554,7156.259999999999,1.0,Shelving,0.0,1,4.243421052631579
PH10190,19053295,2028-05-16,Saleable,1576,2026-02-28,Atorvastatin 20mg Tablets 3x10,Venrick Laboratories,Pharma,Tablets,Below 25C,180.0,47.2,28.6,21.1,0.02848,5.44,7.47,8.0,5.0,40.0,120.5,242.6,1.1392,8.755555555555556,0.24935822222222223,0.2188888888888889,11772.72,1.0,Shelving,0.0,1,26.578947368421055
PH10190,19051859,2027-04-06,Saleable,1119,2026-02-28,Atorvastatin 20mg Tablets 3x10,Venrick Laboratories,Pharma,Tablets,Below 25C,180.0,47.2,28.6,21.1,0.02848,5.44,7.47,8.0,5.0,40.0,120.5,242.6,1.1392,6.216666666666667,0.17705066666666666,0.15541666666666668,8358.93,1.0,Shelving,0.0,1,13.223684210526317
PH10191,19167514,2029-02-04,Saleable,51370,2026-02-28,Allopurinol 300mg Tablets 3x10,Corvane Pharma,Pharma,Tablets,Below 25C,240.0,46.1,41.2,30.9,0.05869,11.73,11.25,3.0,4.0,12.0,138.6,165.76,0.70428,214.04166666666666,12.562105416666666,17.836805555555554,577912.5,18.0,Pallet racking,18.0,0,35.26315789473684
PH10192,19241628,2027-02-28,Saleable,324,2026-02-28,Cetirizine 10mg Tablets 30s,Halvora Healthcare,Pharma,Tablets,Below 25C,100.0,35.7,28.5,29.8,0.03032,4.7,18.55,9.0,5.0,45.0,164.0,236.5,1.3644,3.24,0.0982368,0.07200000000000001,6010.2,1.0,Shelving,0.0,1,12.006578947368421
PH10192,19226846,2026-12-05,Saleable,218,2026-02-28,Cetirizine 10mg Tablets 30s,Halvora Healthcare,Pharma,Tablets,Below 25C,100.0,35.7,28.5,29.8,0.03032,4.7,18.55,9.0,5.0,45.0,164.0,236.5,1.3644,2.18,0.0660976,0.04844444444444445,4043.9,1.0,Shelving,0.0,1,9.210526315789474
PH10192,19252039,2027-04-06,Saleable,360,2026-02-28,Cetirizine 10mg Tablets 30s,Halvora Healthcare,Pharma,Tablets,Below 25C,100.0,35.7,28.5,29.8,0.03032,4.7,18.55,9.0,5.0,45.0,164.0,236.5,1.3644,3.6,0.109152,0.08,6678.0,1.0,Shelving,0.0,1,13.223684210526317
PH10193,19338406,2028-05-21,Saleable,81597,2026-02-28,Montelukast 10mg Tablets 10x10,Corvane Pharma,Pharma,Tablets,Below 25C,120.0,35.4,33.3,23.7,0.02794,5.37,15.9,9.0,4.0,36.0,109.8,218.32,1.00584,679.975,18.9985015,18.888194444444444,1297392.3,19.0,Pallet racking,19.0,0,26.74342105263158
PH10194,19438461,2026-08-21,Saleable,9432,2026-02-28,Ciprofloxacin 250mg Tablets 2x14,Corvane Pharma,Pharma,Tablets,Below 25C,120.0,37.7,36.7,32.0,0.04427,7.33,15.71,6.0,3.0,18.0,111.0,156.94,0.7968599999999999,78.6,3.4796219999999995,4.366666666666666,148176.72,5.0,Pallet racking,5.0,0,5.723684210526316
PH10194,19429778,2028-04-18,Saleable,369,2026-02-28,Ciprofloxacin 250mg Tablets 2x14,Corvane Pharma,Pharma,Tablets,Below 25C,120.0,37.7,36.7,32.0,0.04427,7.33,15.71,6.0,3.0,18.0,111.0,156.94,0.7968599999999999,3.075,0.13613025,0.17083333333333334,5796.990000000001,1.0,Shelving,0.0,1,25.657894736842106
PH10195,19565816,2026-10-29,Saleable,358,2026-02-28,Pantoprazole 20mg Tablets 30s,Corvane Pharma,Pharma,Tablets,Below 25C,120.0,60.0,41.1,25.4,0.06264,17.63,18.98,4.0,2.0,8.0,65.8,166.04,0.50112,2.9833333333333334,0.18687600000000001,0.3729166666666667,6794.84,1.0,Shelving,0.0,1,7.99342105263158
PH10195,19528436,2026-09-20,Saleable,421,2026-02-28,Pantoprazole 20mg Tablets 30s,Corvane Pharma,Pharma,Tablets,Below 25C,120.0,60.0,41.1,25.4,0.06264,17.63,18.98,4.0,2.0,8.0,65.8,166.04,0.50112,3.5083333333333333,0.219762,0.43854166666666666,7990.58,1.0,Shelving,0.0,1,6.710526315789474
PH10195,19592089,2027-04-05,FOC,39,2026-02-28,Pantoprazole 20mg Tablets 30s,Corvane Pharma,Pharma,Tablets,Below 25C,120.0,60.0,41.1,25.4,0.06264,17.63,18.98,4.0,2.0,8.0,65.8,166.04,0.50112,0.325,0.020358,0.040625,740.22,1.0,Shelving,0.0,1,13.19078947368421
PH10196,19643212,2028-01-28,Saleable,70486,2026-02-28,Warfarin 5mg Tablets 100s,Marwick Pharmaceuticals,Pharma,Tablets,Below 25C,60.0,53.1,34.4,16.0,0.02923,6.08,16.92,4.0,9.0,36.0,159.0,243.88,1.05228,1174.7666666666667,34.33842966666666,32.632407407407406,1192623.12,33.0,Pallet racking,33.0,0,22.99342105263158
PH10197,19753593,2028-02-16,Saleable,38535,2026-02-28,Warfarin 1mg Tablets 100s,Venrick Laboratories,Pharma,Tablets,Below 25C,60.0,34.0,30.4,19.5,0.02016,4.96,11.19,9.0,3.0,27.0,73.5,158.92,0.54432,642.25,12.94776,23.787037037037038,431206.64999999997,24.0,Pallet racking,24.0,0,23.61842105263158
PH10198,19888194,2028-12-17,Saleable,228,2026-02-28,Bisoprolol 2.5mg Tablets 30s,Dunmore Therapeutics,Pharma,Tablets,Below 25C,120.0,42.8,27.5,23.6,0.02778,7.53,3.46,8.0,6.0,48.0,156.60000000000002,386.44,1.33344,1.9,0.052781999999999996,0.03958333333333333,788.88,1.0,Shelving,0.0,1,33.651315789473685
PH10198,19897271,2027-04-26,Saleable,253,2026-02-28,Bisoprolol 2.5mg Tablets 30s,Dunmore Therapeutics,Pharma,Tablets,Below 25C,120.0,42.8,27.5,23.6,0.02778,7.53,3.46,8.0,6.0,48.0,156.60000000000002,386.44,1.33344,2.1083333333333334,0.0585695,0.043923611111111115,875.38,1.0,Shelving,0.0,1,13.881578947368421
PH10199,19911153,2026-08-19,Saleable,216,2026-02-28,Levothyroxine 100mcg Tablets 10x10,Arcadine Pharma,Pharma,Tablets,Below 25C,180.0,54.0,40.9,28.2,0.06228,10.18,23.19,4.0,3.0,12.0,99.6,147.16,0.74736,1.2,0.074736,0.09999999999999999,5009.04,1.0,Shelving,0.0,1,5.657894736842105
